BBL,LotArea_12,availFAR_perc_12
4101080316,9100,100
4101630090,5500,100
4100550031,6250,92.3
4101010024,14775,80.6
4101070130,9750,100
4101210058,15800,99
4101240015,5000,50
4101070155,7400,80.5
4101200016,6545,74
4101070071,7553,54.5
4101170036,59170,98.8
4101290013,8625,73.5
4100770019,5000,58.9
4101090025,24128,99.5
4101090020,14845,52
4101010011,9500,85.2
4101640009,5000,74.4
4101070063,5650,50
4101130109,14500,60
4101250124,5870,78.9
4101280039,14400,100
4101280046,5000,100
4101070157,5700,72
4101090002,6120,100
4101080321,39000,50
4100950049,5150,50
4100850017,5000,100
4101070079,7510,59.5
4101070101,8668,63.5
4100900030,5000,84.5
4100850019,5000,65.6
4100730001,5000,64.4
4101510001,22475,75.1
4101550022,5675,67.8
4100800017,5000,51.1
4100940097,10150,100
4100970010,29200,91.6
4101090107,38346,100
4101140010,11200,100
4101510116,15000,100
4101560113,6387,100
4101640053,14000,89
4100940020,10500,100
4101560022,45000,83.4
4101600001,86000,100
4101640080,14015,100
4101660005,6006,75
4101550004,7500,73.4
4101570089,7500,100
4101510075,45080,90.4
4101090031,27000,100
4101280006,13900,91
4101550063,32782,54
4101560007,5000,73.4
4101610001,8255,76
4101640005,10000,93.3
4101670024,5000,100
4101570062,8280,100
4101560149,16124,83.4
4101230035,5005,100
4101130089,57000,100
4101390051,9999,78.9
4101640072,7915,51
4101630051,12000,91
4101510025,12871,68.4
4101420009,19200,53.3
4101420050,5461,81.1
4101040043,382270,61.3
4101070138,17957,100
4101120039,10890,100
4101390056,5052,57.8
4101390027,9505,91.1
4101070132,27800,52.5
4101250010,10100,89.6
4101560031,28450,83.4
4101140017,60984,56
4101490044,7387,81.1
4101510015,5266,89.1
4101500061,6210,63
4101560017,11380,83.4
4101630082,5000,100
4101630060,5000,78
4101710008,9510,68.5
4101120001,10000,50
4101140007,27500,92
4101390032,9400,100
4101640103,5404,100
4101700050,90138,53.5
4101520066,325000,95.5
4101640038,5000,81
4101760012,22000,74
4101640034,5000,61
4101760001,9800,62.5
4101540091,60000,100
4101070107,7300,100
4101250001,31000,100
4101510021,13460,76.6
4101550042,26894,100
4100850012,5000,58.9
4100860006,5000,71.1
4101110201,42960,92.5
4101510016,11803,73.7
4101100050,10000,100
4101350015,5009,76.7
4101780125,24000,54
4101560040,42735,89.4
4101510013,6974,87.8
4101550024,28600,72.3
4101550052,5847,100
4101790001,10565,87
4102020029,5520,68.3
4101730052,5306,68.9
4101710014,6000,93
4101890019,6000,100
4101970040,5453,70
4101800001,12250,80
4101830053,30155,100
4101870010,5530,50
4101730033,5000,75.6
4101640041,9690,68.5
4102080019,21843,59
4101890008,16292,89.5
4101640032,5000,87
4101640097,18350,100
4101730035,5000,54.4
4101820018,16016,81.7
4101690010,5950,55.6
4101850125,10044,100
4102040004,5600,68.3
4101840112,19800,100
4101690018,7172,71.1
4102210005,5000,97.5
4102010126,7242,76.7
4102150040,5000,62.4
4102190097,7400,100
4102130005,6525,66
4102130060,11235,89.6
4102070001,6500,70
4102190027,6012,81.6
4102250004,6604,61
4101660001,8009,53
4102250095,7375,100
4102190135,9522,100
4101390001,5555,53.3
4101730048,31622,100
4102190076,5000,100
4102390011,6000,51.1
4102120001,14970,78
4102010053,6000,56.7
4102100022,15438,100
4102130020,6400,77.6
4102440204,10238,82.5
4102250001,19436,80
4102440001,9378,60
4102190058,5300,100
4102190029,9352,88
4102260063,5000,73.3
4102260085,5000,54.4
4101940050,6265,100
4102100030,12100,100
4102020032,6400,100
4102030124,6350,100
4102190011,8350,100
4102320004,5000,68
4102080001,26840,82
4102390014,5070,68.9
4102380026,5000,74.4
4102530012,7080,52.5
4102530023,8415,50
4102200010,10400,100
4102200086,11660,100
4102320006,10000,50
4102380053,16000,100
4102590001,64000,100
4102020061,16049,83.3
4102230010,5886,NA
4102370005,12876,92
4102210003,5123,51
4102250009,12300,84.5
4102130057,11235,76
4102610001,141000,100
4102680033,6005,73.3
4102440193,5800,54.4
4102180025,7500,100
4101730024,107985,98.9
4101760008,10335,92.5
4102440211,5750,89
4102540030,12615,100
4102450125,5000,50
4102410044,6000,68.9
4102590047,7290,76.7
4102390024,5000,71.1
4102510030,10000,83.3
4102100026,5487,100
4102710002,6000,82.2
4102100027,9900,100
4102130047,5500,72
4102110272,12621,86.4
4102120053,5052,68.8
4102120064,30150,100
4102140038,5000,72
4102130026,6450,78.4
4102120031,6973,76
4102070050,5000,61.7
4102130001,9850,63.3
4102190005,8350,81.6
4102200006,5000,100
4102230001,5000,51.1
4102370001,12876,82
4102190059,7500,100
4102490034,25340,67.8
4102460046,5000,100
4102430062,5398,56.7
4102260059,5000,70
4102540039,6244,62.2
4102570055,5000,72.2
4102130028,6550,66.4
4102190099,7400,59
4102020013,6071,66.7
4102170045,5059,50
4102180001,72605,62
4102190009,8350,75.2
4102180055,14490,63
4102260080,7700,83.3
4102360069,5533,64.4
4101550105,9243,83.4
4101550123,20640,73.6
4101560009,9700,83.4
4101570074,7950,84
4102130022,6400,70.4
4102380024,5000,66.7
4102390027,5000,64.4
4102190032,8350,79.2
4101570067,6230,100
4101700074,29757,87.8
4101630086,6000,75.6
4101700067,10877,91.5
4101750035,18000,100
4101670018,5000,63.3
4101970024,7189,80.5
4101640084,19692,100
4101690103,11152,87.8
4101720003,5000,70
4102360001,5060,98.5
4101670016,5000,63.3
4102320012,5000,70
4101570070,5468,100
4101590003,115000,100
4101820032,8440,83.3
4101920051,10000,100
4101930070,32200,68.3
4102440225,18000,89.5
4102440195,5360,61.1
4101630063,5000,53.3
4102620001,58610,95.5
4101560050,35392,100
4101550035,12103,91.4
4101560134,8196,83.4
4101640061,5490,58
4102440191,6176,66.7
4102090115,44884,67.4
4102090002,10800,71.4
4102000102,5440,53.3
4102130024,6450,73.6
4102120011,28937,69.3
4102260076,5000,100
4102200001,5316,80
4102220001,5000,63.3
4102190007,8350,75.2
4102290039,5000,66.7
4102120051,5358,55.2
4102140040,5000,100
4102170039,80364,100
4102250100,5000,55.6
4102100031,9606,100
4102160001,14376,94
4102230016,5085,NA
4102510043,12864,100
4102180041,5475,75
4102190316,13600,100
4102230014,6426,NA
4102770044,5224,54
4102260072,7700,100
4102720043,6610,60
4102820064,6504,53.3
4102150038,5000,66.4
4102320002,5000,60
4102190078,7500,100
4102200044,5400,78
4102280008,5760,83.7
4102380028,5000,68.9
4102720029,5252,60
4102940006,5000,66.7
4102620038,8812,82.5
4102800039,7256,88.5
4102960059,5000,52
4102940003,5000,66.7
4102850011,5055,58.3
4102990057,5000,100
4103010062,8000,68
4103040007,451605,100
4102190110,87468,100
4102360005,15100,67.5
4102380030,5000,74.4
4102390021,6050,78.9
4102790100,16263,100
4102590119,5130,58.9
4102990059,7000,50
4102530010,7156,86.5
4102750087,5300,60
4102870062,47600,76.5
4102720041,6363,73.3
4102920045,10000,50
4102960006,5000,54
4102670028,6000,77.8
4102950018,6000,60
4102960001,6200,62
4102960054,5000,52
4103080014,6000,50
4103090053,6000,54
4102960063,5000,52
4102940001,5000,66.7
4102940027,5147,65
4102960072,6100,62
4102950030,6297,58
4103140090,7000,66
4103220026,24940,100
4103240015,28500,59
4103030026,10000,60
4102960058,5000,52
4103080057,7500,60
4103060017,15500,66
4103070016,8500,60
4103230019,5300,58.5
4103290202,6579,64
4102950028,5000,52
4102990048,8000,100
4102960048,6388,66
4102870082,40325,86.5
4103280049,21059,100
4102700106,6000,55
4103090050,6000,54
4103230001,8475,89
4103190006,5100,86.5
4103300115,9980,75
4103360059,76000,63
4103090006,10000,50
4103000055,6000,52
4103230015,10000,57.5
4103010049,7000,60
4103040050,6000,58
4103230012,6500,86
4103020031,10000,66
4102870001,13300,93
4102950024,5000,52
4103290190,7842,100
4103210016,5000,76
4103290207,8374,100
4103150110,5091,83.5
4102640121,5100,60
4102960053,5000,52
4102950023,5000,52
4103140065,5950,100
4103240001,7520,50
4103140076,6000,100
4102710123,6000,80
4103080042,6479,56
4103140081,6000,100
4103010001,6000,58
4102960067,5000,52
4103020048,5000,100
4103360170,10953,100
4102800033,9900,100
4102760001,5348,70
4102950015,5400,56
4103140087,6000,100
4103090017,7000,58
4103250040,15000,50
4103350032,55000,100
4103190020,5200,64
4103110060,7500,50
4103230006,7352,88
4103090024,8000,60
4103090035,8000,52
4103450030,6100,54
4103460001,6000,56
4103490006,6600,62
4103230023,5000,62
4103360152,65549,100
4103100052,6500,50
4103190022,10000,50
4102950029,5000,52
4103020050,7000,58
4103290200,9976,100
4103340033,6062,64.4
4103480001,5200,52
4103000001,6000,100
4103200029,15700,87.2
4103220001,25870,58.5
4103140001,6000,50
4103020009,6000,56
4103050101,5610,100
4103110022,6000,60
4103140044,7000,56.7
4103250006,24450,76.5
4103360030,153600,86
4103430300,29820,100
4103440001,39000,94
4103130012,14000,62
4103720020,5000,53.3
4103220020,29690,70
4103520145,62616,71
4103720029,6850,63.3
4103360012,116200,100
4103720047,10405,63.3
4103690013,6273,60
4103650007,12300,100
4103010058,6000,62
4103810064,6856,50
4103440020,5000,50
4103530105,20700,100
4103100060,6000,50
4103870052,9450,56
4102850031,5105,60
4103110001,8000,68
4102960064,6000,60
4102980060,5610,50
4103130040,10000,52
4103490001,5500,56
4103860024,16000,60
4103520050,9042,94.5
4103170010,5600,56.7
4103280044,22726,84
4103950044,8782,95.6
4103980011,6650,65
4103520061,29000,90
4103520066,29280,52
4103360042,59000,87
4103520370,25680,100
4103720036,6250,60
4103240004,12500,52
4103280025,24380,59
4103520119,32365,64.5
4103290007,15625,83
4103520108,47000,89.5
4103220041,5680,100
4103100055,7500,52
4103980057,6843,66.7
4103130008,10000,58
4103220009,26650,51
4103520120,38325,100
4103930048,5307,100
4104060090,5657,50
4104230029,5000,56
4104110002,5880,100
4103810067,8493,64.5
4104210018,7253,50
4104010123,9221,52
4104160026,6000,50
4103860014,6000,50
4104250026,8000,54
4103430005,328938,100
4103450001,5800,54
4103830058,18220,68.3
4104150026,6000,54
4104300233,5000,100
4104130001,5940,52
4104290264,6000,54
4104250006,6000,62
4103980045,6200,60
4104220030,6107,54
4104560020,15625,68
4104360004,6000,60
4104600042,6882,61.1
4104560076,5000,100
4104240043,6000,60
4104460034,6649,53.6
4104170022,6000,58
4104630043,6650,54
4104660040,6250,53.3
4104390030,5850,68.1
4104540023,5600,97.3
4104410045,11612,60
4104590080,9050,55.2
4103760016,5000,100
4104480006,11000,60
4104650032,11950,50
4104160022,6000,54
4104350059,6369,64
4104390024,7547,75.6
4104620032,6000,50
4104630067,6240,52
4104660031,5478,60
4104510004,11500,50
4104530019,10791,95
4104650001,7776,65.6
4103670052,6250,50
4103940007,22000,70
4104240047,5000,56
4104330016,6000,54
4104450005,10000,66
4104330001,7000,58
4104640013,5600,66.7
4104300222,8054,100
4104400015,10816,65.2
4104360040,7000,64
4104510025,10000,58
4104630084,9785,66
4104360035,11050,86.7
4104660036,7500,76.7
4104560035,7140,60
4104550026,10000,56
4104620035,12000,54
4104150047,6000,56
4104560046,13545,50
4103530110,50110,52
4103750001,5000,50
4104440011,5000,100
4104440022,5000,55
4103690010,6121,58.3
4104720038,7500,55
4104630076,6720,54
4104650037,10019,73.3
4104660018,11067,70
4104300235,6500,50
4104550020,6900,82
4104710021,5000,58.3
4104720045,7500,56.7
4104710027,7400,73.3
4104810004,5858,75.6
4104230036,6000,54
4104710032,8125,60
4104740300,24000,100
4104230025,5000,56
4104660023,9843,71.1
4104710044,8750,58.3
4104270026,6000,52
4104660085,9900,51.2
4104600034,8840,72.2
4104500017,6000,56.7
4104510006,38650,86
4104570025,11000,80
4104660056,6250,53.3
4104590008,18785,88
4104600079,17533,81.1
4104740322,7037,71.2
4104700017,6250,56.7
4104680027,8000,66.7
4104810050,6860,71.1
4104560057,9840,64
4104720007,15500,71.7
4104290282,7000,58
4104810001,7434,57.8
4104600037,8700,72.2
4104670027,6250,50
4104660033,5280,58.9
4104660069,8364,71.1
4104580014,5800,61.6
4104710024,5000,61.7
4104810005,5767,71.1
4104350084,5636,56
4104720021,6250,55
4104810007,5750,60
4104640034,5985,65.6
4104650024,6351,76.7
4104290261,6500,50
4104440001,5600,65
4104410029,6000,50
4104640022,11850,84.4
4104650018,6250,65.6
4104560052,13125,58
4104290279,6000,52
4104610076,11000,50
4104630010,7450,58
4104930018,5625,60
4104990050,8936,54
4105010063,7525,62
4105040015,7972,60
4105050025,9240,60
4105050054,5732,58
4104710030,7500,66.7
4105040091,6104,52
4105070018,10625,62
4104110006,6000,54
4105030009,11874,66
4104610042,7500,52
4105050010,8100,60
4105040095,12864,68
4104960057,9600,57.8
4105090025,7899,60
4104930049,5650,100
4105140051,10920,58
4105030013,13000,100
4104960052,9630,80
4105030006,9775,76
4105030031,5876,100
4105010055,13242,60
4104990072,5000,82.7
4105040089,7740,50
4105170021,8840,54
4104990007,11424,100
4105010048,9412,58
4105040125,16956,56
4105070014,10625,66
4105090188,10692,62
4104560026,15435,50
4105040050,9658,54
4105090221,8300,50
4105150054,17135,60
4104930077,6000,60
4105090013,11250,50
4105010033,15333,62
4105080011,8742,60
4105090017,11250,58
4105090185,9396,50
4105040014,5553,58
4105140071,9800,60
4105140021,11172,60
4105200011,13600,80
4105040120,8492,58
4105090095,9874,56
4105040113,10612,56
4105150016,20172,66
4105160033,7913,62
4104990092,25224,75.3
4105040041,9271,58
4105010028,12040,64
4105040025,10400,76
4105200037,6438,60
4105210092,8000,58
4105170030,8848,70
4105190020,13695,54
4105010072,9780,54
4105040108,17350,72
4105130015,11748,54
4105150035,19565,70
4105210043,5938,66
4105080026,8742,54
4105090265,17000,81.7
4105140079,17922,88
4104220048,5680,54
4105080019,10150,66
4105090123,17496,66
4105090218,5972,58
4105140072,17333,74
4105190068,7666,56
4105090231,12344,58
4105230062,6432,62
4105230091,17917,74
4104570083,7500,58
4105140008,19013,66
4105150062,12000,50
4105200100,9804,64
4105160037,25397,74
4104660026,9333,81.1
4104810031,5302,68.9
4104810053,5495,55.6
4105210106,12576,50
4104710047,8750,61.7
4104720034,10938,71.7
4104930047,5650,55
4105170062,11375,60
4105230057,6204,64
4105140062,12980,50
4105160019,15200,74
4105080006,6556,52
4105180012,14739,50
4105190052,5750,58
4105260074,12050,50
4105090021,10000,56
4105250027,14980,64
4105160030,10658,66
4105200115,13860,50
4105240242,26971,64
4105200092,11926,64
4105320014,6688,52
4105260115,8423,100
4105250083,7155,60
4105380047,42368,86
4105200042,6250,66
4105250040,8240,50
4105090109,8925,52
4105200015,12000,78
4105200066,7832,62
4105280022,9120,52
4105260001,16300,70
4105090108,9100,54
4105090285,11896,66
4105250057,7332,58
4105260099,13454,50
4105290026,5000,50
4105190038,8732,58
4105180021,9883,100
4105250087,7497,52
4105280012,8589,54
4105170055,11799,66
4105170057,11775,68
4105320045,11125,52
4105460048,5940,100
4105190049,8510,54
4105140007,9020,54
4105210089,7295,52
4105290007,5617,56
4105320040,9551,62
4105090110,7500,70
4105140059,14783,74
4105260022,21839,80
4105260064,14256,50
4104660048,5000,57.8
4105090131,5837,100
4105220031,5390,50
4105090214,7584,60
4105160119,9869,60
4105230128,8677,70
4105180036,8928,50
4104710025,7400,60
4105170001,14845,72
4105210068,15400,56
4105230070,10557,72
4105220049,7067,58
4105260102,19968,74
4105430003,20181,83.3
4105160087,11250,54
4105200103,34446,68
4105280008,10102,54
4105010051,11349,66
4105230042,11966,54
4105210075,9849,52
4105320042,9540,56
4105460007,5960,53.3
4105280028,10013,74
4105380129,11050,56
4104990070,5000,85
4105060068,7436,50
4105070010,10625,58
4105230086,24375,76
4105280001,17010,76
4105550020,5289,50
4105190075,6300,54
4105230073,28183,58
4105460011,6400,50
4105590003,5465,54
4105230132,6559,60
4105250070,7485,52
4105230066,9936,66
4105260111,9672,52
4105290017,13890,100
4105380048,30580,54
4105540013,6000,54
4105090237,11750,62
4105160113,11250,52
4105180034,10005,56
4105380098,6350,60
4105320010,11863,68
4105150049,20090,74
4105200034,9731,80
4105210017,16996,54
4105200077,9501,58
4105190042,7320,64
4105050033,11610,50
4105140053,14273,68
4105040021,11300,80
4105040046,9525,70
4105550011,9882,52
4105040122,7569,50
4105170027,7980,100
4105540001,6000,54
4105450015,9000,62
4105260087,22036,60
4105380094,6300,52
4105460020,6307,64
4105040063,6900,64
4105550010,9564,72
4105200095,15920,50
4105460092,24270,100
4105280025,9825,54
4105250023,17548,50
4105260023,8958,60
4105660046,5922,56
4105050037,11609,54
4105090191,11557,64
4105140056,15272,52
4105010022,13708,58
4105040045,9400,100
4105150087,9180,52
4105040085,6000,54
4105090290,10000,54
4105210062,7890,62
4105250017,27325,74
4105380125,9575,50
4105230145,12781,64
4105240234,7583,56
4105270018,7488,58
4105220042,5995,60
4105090220,7134,60
4105090195,8463,52
4105190014,11222,58
4105160017,7140,66
4105160125,8235,50
4105200068,12157,76
4105210080,7354,62
4105070022,10625,70
4105160042,23300,74
4105200039,9375,72
4105260096,13826,70
4105260018,10388,62
4105310029,8694,62
4105230080,26249,70
4105270001,6300,58
4105430021,5000,56
4105770030,6965,54
4105580072,5071,58.3
4105790021,9840,70
4105820001,39460,98.3
4105320035,6008,56
4105320155,8925,52
4105660031,6401,58
4105670001,7000,52
4105690009,6900,50
4105380170,7500,60
4105380127,10925,56
4105790026,5024,100
4105600001,5301,100
4105860007,6027,60
4105890012,5702,72.2
4105790019,6640,50
4105990067,7950,62
4105850003,5628,58
4105770036,7280,64
4105790012,5775,50
4105150098,12410,64
4105170036,15604,54
4105210058,8514,54
4105380107,53960,100
4105550056,5000,52
4106030015,5000,66
4105790009,5907,52
4105850001,6230,58
4105870049,12966,68
4106030009,5000,66
4105770032,7035,60
4105880028,15120,62
4105860005,5107,50
4106000005,9190,66
4105860009,5658,58
4106000009,15099,50
4106000003,5600,50
4106030006,6000,72
4106100036,12800,75.3
4105660044,5350,50
4105790014,5709,50
4105920083,5130,68.9
4106030012,5000,66
4106120039,5000,50
4105990080,7008,66
4105840001,6323,66
4106390038,5992,66
4105790016,5985,52
4105900036,5621,68.9
4106460041,5934,56
4105890038,5186,65.6
4106010046,5000,50
4106520045,5000,54
4106680014,5560,78.9
4106370016,10752,80
4106900094,7950,54
4106620048,5000,52
4106770007,5200,50
4106780014,11241,74
4106800001,10931,92
4106720001,8400,100
4106920051,5500,52
4106340024,6000,50
4106830038,10044,54
4106840001,6726,60
4106800045,5943,100
4106920028,6600,58
4106770011,20000,58
4106980016,9197,100
4106800006,25226,80
4106810051,10000,98
4106920057,5500,54
4106890001,7057,66.7
4106730003,11198,60
4107020046,7650,54
4106790039,21672,78
4106680020,5278,64.4
4106330001,13200,70
4106940022,12640,52
4106840035,6000,58
4106830059,6480,62
4106820008,6540,64
4107000017,5760,52
4106770026,6000,64
4106820042,6100,58
4106920059,5500,62
4106780047,6200,60
4106930037,7500,50
4106930035,98915,100
4107050016,5000,53.3
4106990013,7448,56
4106920018,8800,56
4106940072,6780,93.2
4107070006,10000,56.7
4106950009,5550,72.1
4106670039,8300,62
4106780001,7344,50
4107120035,5000,50
4107410024,10000,58.3
4107220048,5900,58.3
4107320016,5000,56.7
4107210053,5000,54
4106970062,5500,54
4107220034,6480,60
4107120036,7500,51.7
4107130010,5000,58.3
4106810048,9555,92
4107340016,8000,60
4107180026,9300,100
4106920046,6050,50
4107450042,5000,60
4107640001,7984,73.3
4107400012,9384,81.1
4107660038,13100,100
4107410216,12200,100
4107590144,7142,79.1
4107690024,33505,53
4107480027,5000,51.7
4107620001,31275,76.7
4107430118,11300,100
4107450025,5000,53.3
4107210015,5000,52
4107700001,23821,51.5
4107480029,5000,51.7
4107200001,6000,50
4107210045,7000,66
4107250104,20040,70
4107700019,7650,89
4107710017,5108,50
4107410048,33215,100
4107430001,20880,76.7
4107450029,5000,53.3
4107590136,20100,66.5
4107200032,5900,60
4108160001,7743,70.5
4107250110,12700,73.3
4107610035,5000,70
4107690056,5100,51.7
4107060028,11919,63.3
4107340020,8000,56.7
4107460045,5000,61.7
4107210025,7000,66
4107400001,6699,81.1
4107840034,5500,56.7
4108150014,8178,84
4108170055,5776,69.6
4107300053,6000,65
4107280042,6000,50
4108170051,5852,69.6
4107590167,6909,70.9
4107670056,6500,53.3
4107710054,15906,100
4107730043,5230,100
4107720007,18232,68
4108050014,6000,66
4107480031,5000,51.7
4107140014,5000,73.3
4107700017,28631,52.5
4107590161,5000,57.4
4107590070,12760,85
4107670001,5000,51.7
4107800026,7000,60
4107650036,5200,76
4107590075,10541,82
4107670018,5000,58.3
4107320025,6000,53.3
4107710010,21089,100
4107450031,10000,50
4108200053,5613,77.6
4107590102,8886,59
4107660005,6710,100
4107590071,25490,100
4108150021,6050,76.8
4107520039,5000,53.3
4107730010,48000,72
4108280044,5200,56
4108200016,14100,80.8
4107590016,6017,97
4107890223,14498,100
4107840030,8000,100
4107660024,7038,56.7
4107670016,5000,63.3
4108350084,13880,70
4107480033,5000,51.7
4107750038,6120,100
4107840027,6000,100
4107300031,6000,51.7
4107890282,19200,100
4108160037,12500,82.4
4108260030,6264,82.4
4108270023,9408,82.4
4108190028,19140,77.6
4108200057,7500,76.8
4107600006,11207,79
4108200049,5613,64
4108280022,11125,52
4107670026,5000,50
4107700025,5940,88.5
4108170009,7750,83.2
4107710001,61683,100
4108360048,10477,54
4108200021,6900,63.2
4108170053,5852,69.6
4107660001,7434,100
4108200011,15000,85.6
4108290023,7984,76
4108150019,6000,73.6
4108440010,9000,100
4107890122,9400,100
4108160020,7782,82.4
4108280001,9560,100
4108360051,10890,80
4108030011,6000,58
4108280046,5850,63.2
4108070075,11600,100
4108340017,9700,82
4108290052,12000,100
4108520004,6000,66.7
4108290121,6603,74.4
4107810040,5800,50
4107960004,8320,100
4108200063,9000,78.4
4108360057,15500,58
4107890241,30873,100
4108270014,5200,69.6
4108600052,5000,51.7
4108270020,11130,83.2
4108200051,5613,77.6
4108290039,8853,80.8
4108350071,5750,63
4108070100,10000,100
4108170049,5814,69.6
4108290012,17400,78.4
4108070050,168100,100
4108270026,8751,82.4
4108550021,5000,60
4108580025,6333,54
4108290031,5000,68.8
4107730041,5842,100
4108570032,7290,60
4108200042,10164,72
4108210030,6625,65.6
4108210034,7500,62.4
4108170041,6375,79.2
4108200066,6000,70.4
4108260033,6148,81.6
4108510010,5000,63.3
4108280050,6550,67.2
4107860020,5500,51.7
4107690029,7942,70
4108120085,22607,100
4108410010,8000,100
4108350009,8172,80
4108360035,6700,75
4108450019,8000,50
4108660017,5000,50
4108290089,8162,100
4108470008,5000,61.7
4108250001,10600,56.8
4108290112,5092,66.4
4108350051,41000,68
4108510004,5000,63.3
4108550027,5000,60
4108780097,7200,56
4108290124,6386,79.2
4108230024,16830,92
4108280013,20000,96.8
4108260023,6272,82.4
4108520006,5000,60
4108170067,167390,100
4108200047,5238,76
4108160030,5796,76.8
4108190009,7500,64
4108340001,30187,100
4108360055,5400,100
4108260003,6500,81.6
4108550029,5000,60
4108570021,5100,56
4108290035,5508,68.8
4108610058,10000,51.7
4108120086,32078,100
4108290017,9498,62.4
4108020001,8844,82
4108120129,18421,100
4108270012,9246,72
4108310067,8056,87.2
4108570026,9300,76
4108200023,24000,84
4108310001,5815,82.4
4108350021,10136,83
4108640017,5000,55
4108390001,19260,65
4108600064,6000,50
4108200055,7500,73.6
4108360045,10103,100
4108290056,10719,86.4
4108350020,123760,100
4108270009,5684,76
4108290062,12500,100
4108600024,16528,73.3
4108630041,6000,50
4108290125,12240,78.4
4108630034,6000,50
4108530025,16800,65
4108290027,7402,82.4
4108350001,9327,84
4108500002,5000,61.7
4108620009,5700,55
4108630044,6000,50
4108600019,5807,51.7
4108280028,6675,52.8
4108170034,5000,70.4
4108290075,7046,71.2
4108740002,21200,55
4108570054,5252,56
4108790036,6600,72
4108810005,5749,50
4108670023,6000,100
4108500004,5000,61.7
4108610040,8700,58.3
4108760059,5840,64
4108920009,6000,56.7
4108780042,6600,52
4108510007,5000,56.7
4108720026,6000,55
4108770128,5648,58
4108580034,5800,56
4108780051,6440,64
4108780001,6600,50
4108990035,22700,68.9
4108550053,5000,60
4108780037,8800,58
4108870037,13208,68
4108930060,5678,56.7
4109050024,11100,74.1
4109010033,5691,65.2
4108660029,5742,68.3
4108920033,5500,55
4108510038,5000,61.7
4108650034,6000,58.3
4108730054,6000,55
4108800028,6523,60
4108800026,6257,58
4108800053,5627,54
4109070129,5350,57.8
4108620049,21700,71.7
4109220009,6000,60
4109280001,8489,60
4108670050,6000,53.3
4109150042,5000,56
4109250001,18500,62.2
4109300041,7258,62
4109060032,6343,57.8
4108660015,5000,100
4109250030,8440,56.7
4109200070,5500,62
4109270115,5450,50
4109350006,10000,64
4109130026,9600,71.7
4109270136,5000,55
4109300001,6000,56
4109120030,12154,99.3
4109330044,6000,100
4109270141,5000,55
4109490061,5000,100
4109410201,11180,53.3
4109450142,5028,55
4109400104,7248,71.1
4109490055,5000,55
4109220084,5770,50
4109210026,7200,56
4109450141,5028,55
4109330058,8000,52
4109340001,5593,60
4109220082,5677,50
4109490076,5850,60
4109490071,6000,50
4109500143,5242,58.3
4109310022,6875,50
4109490132,5000,51.7
4109820183,5250,76.7
4109380022,39463,83
4109450301,15872,55.6
4109350001,6000,62
4109490084,6825,100
4109470014,10000,100
4110070005,16410,92.6
4110010001,20600,100
4110130065,6158,68.3
4110150010,5000,54.4
4110060023,5185,51.7
4110150006,5000,54.4
4110170001,20000,82.2
4110140006,9900,100
4110150071,5000,74.4
4110350038,6000,50
4110360016,6000,51.7
4110350041,6000,65
4110360035,6000,55
4110320004,8991,100
4110360043,6000,65
4110320001,5361,54.1
4110330071,5305,71.1
4110360032,6000,61.7
4110350006,5800,70
4110330063,6000,55
4110560001,6683,68.3
4110650039,5000,53.3
4110650046,6000,63.3
4110660012,7500,71.7
4110360058,12000,68.3
4110680074,6831,73.3
4110750001,5017,72.6
4110830082,7540,81
4110630045,5000,66.7
4110610035,6000,56.7
4110630056,5815,69.6
4110600035,7588,60
4110360020,5000,53.3
4110750006,9287,64.4
4110830079,14500,55
4110600041,5000,68.3
4110670053,7058,73.3
4110600039,5000,68.3
4110780001,29257,51.1
4110360022,5000,50
4110560023,13388,55
4110360030,6000,51.7
4110760001,13293,55.6
4110920049,6555,61.7
4110570006,5000,66.7
4110560009,7657,60
4110440015,8000,74.4
4110680080,10891,80
4110570059,6000,56.7
4110660019,7300,78.3
4110690075,11959,88.1
4110760034,10900,61.7
4110640078,5000,58.3
4110360012,6000,66.7
4110940030,7840,71.7
4110590001,11747,87
4110600031,6234,65
4110670046,5000,66.7
4110830097,5100,57
4110650041,6000,51.7
4110700100,24916,100
4110750038,60000,95
4110980042,6650,76
4110900014,6000,61.7
4111000037,5250,66.7
4111020025,9000,66.7
4111040112,5000,53.3
4111080021,9300,100
4110870033,10000,100
4110900018,5000,61.7
4110870039,7500,78.3
4110900011,6750,51.7
4111110012,11236,66.7
4110850043,5400,52
4110660024,5000,63.3
4110990008,6000,56.7
4110920029,5000,63.3
4111040104,11650,75
4110980121,6519,64
4111130060,5600,50
4111040035,5000,51.7
4110940022,5820,66.7
4110820014,9131,73
4110920037,5700,100
4110950038,5472,60
4111010066,6480,63.3
4110980092,6600,56
4110910044,5613,50
4110680076,6851,73.3
4110580013,6000,63.3
4110680079,6910,73.3
4110800181,24000,87
4110830001,5913,51
4111140057,6000,50
4110930013,6075,65
4111040026,5000,68.3
4110600028,7086,51.7
4110900016,6000,51.7
4111010021,5100,51.7
4110830016,27855,80
4110570001,10000,60
4110890040,5285,65
4110820008,14700,100
4111040001,12250,85
4110540006,7793,51.7
4110560032,9158,65
4111140031,6060,56.7
4111010085,7800,53.3
4111060007,5000,55
4110850041,7500,60
4110650001,5000,58.3
4110900054,6100,68.3
4110830089,5000,100
4111010087,8255,50
